filename,label,color_mean_r,color_mean_g,color_mean_b,color_std_r,color_std_g,color_std_b,color_median_r,color_median_g,color_median_b,color_mean_h,color_mean_s,color_mean_v,color_std_h,color_std_s,color_std_v,grayscale_mean,grayscale_std,gradient_mean,gradient_std,local_variance_mean,pigmentation_darkness_proxy,pigmentation_red_green_ratio,pigmentation_red_blue_ratio,pigmentation_chroma_proxy
levle0_1.jpg,0,0.4155879525577321,0.31096768472708936,0.23591328041226264,0.2563395794044575,0.18930742282682425,0.15083457966544447,0.4235294117647059,0.3254901960784314,0.23921568627450981,0.1902879426690759,0.4332979111182951,0.4158061228182004,0.2829725873888035,0.20912834804718522,0.2562355201395204,0.3336929551297467,0.20286274475390978,0.09807518481243807,0.1515931854282693,0.0005324303485445358,0.6663070448702533,1.3364344901564753,1.761613141131154,0.12934752654329099
levle0_10.jpg,0,0.5978782167621688,0.5370196398566751,0.4964810577093385,0.12197611174717908,0.11409199949416358,0.11564272151599195,0.615686274509804,0.5529411764705883,0.5058823529411764,0.07961255015722206,0.1753129434419094,0.5981141820958698,0.08733772612933283,0.05507015707148306,0.12142902031411533,0.5505949825434939,0.11583223100643443,0.025722489392200874,0.028895737176614596,1.793378375259941e-05,0.4494050174565061,1.113326517794528,1.2042316528214376,0.07344791196343234
levle0_100.jpg,0,0.41717701706231813,0.303456351336311,0.2032049216476141,0.29697407276615095,0.22358505956535935,0.15929708098913734,0.45098039215686275,0.29411764705882354,0.1803921568627451,0.09090840135593857,0.5202801379953037,0.4174131305825264,0.06702192156889915,0.14527757355256174,0.2966991789432237,0.32603018011794527,0.23754080690850365,0.07627313063497398,0.1236045697833798,0.00036023644496383986,0.6739698198820547,1.3747512664596087,2.052986675469873,0.1523226793573551
levle0_101.jpg,0,0.47244975146125356,0.3767410951502183,0.2981788186465991,0.30705071059836386,0.24241266885823745,0.20111696953188732,0.5254901960784314,0.3843137254901961,0.2823529411764706,0.09084465432033886,0.32500343882060045,0.4727982039897589,0.07384772492961186,0.16046629955453737,0.30663476416755775,0.3964018976365591,0.25610335931042677,0.10250530458890805,0.13857730544004726,0.0005276445317414424,0.6035981023634409,1.2540435460921453,1.5844510276120238,0.12445125610219687
levle0_102.jpg,0,0.49021487516515394,0.2877544365677179,0.20872143390131942,0.3139231805986138,0.19521469093982965,0.14232683090295778,0.5686274509803921,0.29411764705882354,0.19607843137254902,0.08789228758823076,0.573852605328895,0.49193146865919246,0.16455643288622696,0.10650345652408727,0.31168883722829,0.339280356637115,0.22343411899211812,0.07559637060178222,0.10445390704658629,0.0002635449408833586,0.660719643362885,1.7035874893067573,2.348656017332463,0.2082486290609527
levle0_103.jpg,0,0.45397214328541485,0.3596428141874424,0.2855861738616345,0.305418016567501,0.23802185455817843,0.20005542276682645,0.5019607843137255,0.3607843137254902,0.2627450980392157,0.09692878963835547,0.330111032843305,0.45421323481049836,0.05941003605967613,0.13830558574125276,0.3051482691415524,0.37940484079299974,0.2528685595598173,0.11541672005381413,0.1697395058918001,0.000749914957031622,0.6205951592070003,1.2622861148727076,1.5896152157884598,0.12055548623963296
levle0_104.jpg,0,0.5595578062768077,0.3901230232388367,0.3283155441284179,0.32586380905165085,0.24167689141388157,0.20638713907625497,0.6705882352941176,0.42745098039215684,0.3411764705882353,0.14773478337238033,0.40575323148389586,0.5595604440661819,0.2928928868964203,0.11641119444301996,0.3258602888420311,0.43373798434788613,0.2614143408457864,0.1120692868142389,0.1385316956993424,0.0005283700151846716,0.5662620156521139,1.4343111239326432,1.7043292626274458,0.17039282664756475
levle0_105.jpg,0,0.3834725174249389,0.2694472443823721,0.1701944164201325,0.2942779868682708,0.2062841218552303,0.1332703266172966,0.40784313725490196,0.25098039215686274,0.1411764705882353,0.09515856567063916,0.5013102858752561,0.3836234208872744,0.054718904690055775,0.17861689607127676,0.29415327822619636,0.2922259901373807,0.22346541667858347,0.0592945961473955,0.09416063962992624,0.00019161641382315316,0.7077740098626193,1.4231821300385334,2.253143804358904,0.15186138488207324
levle0_106.jpg,0,0.4071478862388463,0.30768420649509814,0.24371087691363166,0.3131821202181917,0.2374315652133197,0.20361194499661836,0.3568627450980392,0.24705882352941178,0.1843137254901961,0.08114190986875008,0.40118024509425254,0.4071830167327377,0.05562544006546927,0.12405693911430464,0.313159746500014,0.3301308993309142,0.25548734924078254,0.10209058140494745,0.1536347439197371,0.0006167056528051192,0.6698691006690858,1.3232654273812343,1.6706183765320868,0.11749544511450814
levle0_107.jpg,0,0.49757491467045806,0.39079609665216186,0.3044728821399164,0.27958459090291016,0.22219682762341833,0.18956449958254165,0.5607843137254902,0.40784313725490196,0.30196078431372547,0.09553495788912728,0.3919827064871355,0.4984565917868222,0.08407859223621325,0.1304258355165517,0.2782728163195874,0.41288213095974546,0.23452027444712142,0.106180861943493,0.13855520957960257,0.0005053957238748615,0.5871178690402545,1.2732340629824581,1.6342174542152812,0.13868763446209265
levle0_108.jpg,0,0.4944491853900984,0.38820008296592534,0.3003848206763174,0.32972768493508914,0.2614739289501277,0.2178253727378028,0.6039215686274509,0.44313725490196076,0.3176470588235294,0.08171530389148028,0.37745660433553097,0.49447989557146554,0.04533195306581342,0.13965424031996493,0.3297070632300641,0.40995763809254226,0.2761587339713274,0.0881707068637689,0.1272918751440631,0.0004135685333342908,0.5900423619074577,1.2736967207102117,1.6460524463796808,0.13808015839715818
levle0_109.jpg,0,0.49671234056061414,0.38822122835645484,0.3061346428067077,0.31090365553768157,0.2458046422096393,0.2108473742705371,0.6039215686274509,0.45098039215686275,0.3333333333333333,0.08064786964542388,0.3909614710281284,0.49676316484521355,0.048712702979400974,0.12460274608785668,0.3108474524605607,0.4113022149082095,0.2605643732199788,0.09113039615578311,0.11445148148034717,0.00034132605304108756,0.5886977850917905,1.279456895927331,1.6225289623590455,0.1360895049581419
levle0_11.jpg,0,0.528690674725701,0.5119934119430244,0.49879178065879676,0.12085271556261329,0.11471064385259622,0.13103389109140454,0.5333333333333333,0.5254901960784314,0.5019607843137255,0.16775414694406934,0.15305688954669172,0.5585560041571966,0.19800308915865528,0.09999008836146647,0.12742331274950203,0.5154809302357819,0.11239281018519374,0.03143616483735625,0.04556185030930928,3.529648822815189e-05,0.4845190697642181,1.032612240835654,1.05994261458757,0.06429774001389936
